,M
24776,-10200
24777,-11545
24778,-12743
24779,-13767
24780,-14594
24781,-15212
24782,-15600
24783,-15753
24784,-15663
24785,-15323
24786,-14746
24787,-13921
24788,-12879
24789,-11609
24790,-10157
24791,-8510
24792,-6724
24793,-4802
24794,-2785
24795,-691
24796,1438
24797,3584
24798,5700
24799,7772
24800,9761
24801,11644
24802,13394
24803,14990
24804,16406
24805,17637
24806,18656
24807,19462
24808,20047
24809,20405
24810,20542
24811,20462
24812,20168
24813,19677
24814,19004
24815,18158
24816,17172
24817,16049
24818,14831
24819,13523
24820,12161
24821,10762
24822,9355
24823,7953
24824,6590
24825,5266
24826,4020
24827,2848
24828,1770
24829,798
24830,-73
24831,-827
24832,-1473
24833,-2009
24834,-2444
24835,-2784
24836,-3039
24837,-3224
24838,-3349
24839,-3433
24840,-3491
24841,-3538
24842,-3595
24843,-3670
24844,-3788
24845,-3957
24846,-4192
24847,-4503
24848,-4895
24849,-5380
24850,-5956
24851,-6625
24852,-7386
24853,-8227
24854,-9149
24855,-10133
24856,-11167
24857,-12235
24858,-13321
24859,-14401
24860,-15456
24861,-16462
24862,-17402
24863,-18238
24864,-18974
24865,-19557
24866,-19994
24867,-20251
24868,-20318
24869,-20182
24870,-19830
24871,-19259
24872,-18463
24873,-17441
24874,-16202
24875,-14746
24876,-13094
24877,-11253
24878,-9244
24879,-7090
24880,-4816
24881,-2444
24882,-9
24883,2461
24884,4935
24885,7380
24886,9763
24887,12054
24888,14220
24889,16233
24890,18069
24891,19694
24892,21099
24893,22256
24894,23155
24895,23786
24896,24137
24897,24214
24898,24010
24899,23540
24900,22805
24901,21831
24902,20622
24903,19212
24904,17616
24905,15866
24906,13992
24907,12016
24908,9987
24909,7913
24910,5850
24911,3812
24912,1840
24913,-40
24914,-1807
24915,-3425
24916,-4889
24917,-6159
24918,-7250
24919,-8119
24920,-8786
24921,-9235
24922,-9465
24923,-9495
24924,-9317
24925,-8953
24926,-8421
24927,-7727
24928,-6909
24929,-5971
24930,-4955
24931,-3872
24932,-2760
24933,-1637
24934,-532
24935,534
24936,1528
24937,2442
24938,3245
24939,3926
24940,4473
24941,4870
24942,5110
24943,5198
24944,5114
24945,4889
24946,4497
24947,3976
24948,3316
24949,2544
24950,1673
24951,720
24952,-292
24953,-1340
24954,-2413
24955,-3472
24956,-4512
24957,-5502
24958,-6423
24959,-7266
24960,-8002
24961,-8628
24962,-9128
24963,-9491
24964,-9721
24965,-9802
24966,-9753
24967,-9556
24968,-9235
24969,-8792
24970,-8238
24971,-7594
24972,-6867
24973,-6083
24974,-5255
24975,-4404
24976,-3556
24977,-2720
24978,-1930
24979,-1188
24980,-522
24981,51
24982,530
24983,891
24984,1134
24985,1254
24986,1239
24987,1110
24988,846
24989,479
24990,-2
24991,-567
24992,-1210
24993,-1914
24994,-2649
24995,-3409
24996,-4155
24997,-4882
24998,-5548
24999,-6149
25000,-6647
25001,-7032
25002,-7282
25003,-7380
25004,-7309
25005,-7068
25006,-6634
25007,-6017
25008,-5208
25009,-4209
25010,-3034
25011,-1685
25012,-181
25013,1461
25014,3228
25015,5082
25016,7013
25017,8982
25018,10966
25019,12930
25020,14852
25021,16681
25022,18416
25023,19994
25024,21420
25025,22640
25026,23651
25027,24419
25028,24935
25029,25184
25030,25154
25031,24842
25032,24247
25033,23374
25034,22224
25035,20819
25036,19165
25037,17288
25038,15207
25039,12951
25040,10546
25041,8027
25042,5417
25043,2766
25044,86
25045,-2565
25046,-5175
25047,-7696
25048,-10106
25049,-12370
25050,-14470
25051,-16372
25052,-18069
25053,-19533
25054,-20756
25055,-21732
25056,-22453
25057,-22920
25058,-23135
25059,-23109
25060,-22844
25061,-22367
25062,-21684
25063,-20820
25064,-19797
25065,-18639
25066,-17362
25067,-16014
25068,-14587
25069,-13145
25070,-11683
25071,-10237
25072,-8836
25073,-7480
25074,-6212
25075,-5029
25076,-3947
25077,-2988
25078,-2133
25079,-1417
25080,-809
25081,-328
25082,38
25083,306
25084,474
25085,565
25086,590
25087,561
25088,505
25089,432
25090,357
25091,313
25092,292
25093,335
25094,429
25095,616
25096,874
25097,1237
25098,1688
25099,2243
25100,2896
25101,3635
25102,4469
25103,5370
25104,6340
25105,7357
25106,8403
25107,9468
25108,10520
25109,11551
25110,12528
25111,13440
25112,14262
25113,14971
25114,15557
25115,15994
25116,16275
25117,16381
25118,16314
25119,16053
25120,15608
25121,14970
25122,14152
25123,13149
25124,11989
25125,10664
25126,9214
25127,7640
25128,5973
25129,4238
25130,2454
25131,656
25132,-1132
25133,-2888
25134,-4567
25135,-6169
25136,-7640
25137,-8978
25138,-10150
25139,-11141
25140,-11935
25141,-12517
25142,-12886
25143,-13023
25144,-12946
25145,-12635
25146,-12121
25147,-11389
25148,-10479
25149,-9384
25150,-8149
25151,-6774
25152,-5305
25153,-3755
25154,-2164
25155,-551
25156,1039
25157,2593
25158,4063
25159,5438
25160,6681
25161,7767
25162,8685
25163,9402
25164,9916
25165,10208
25166,10272
25167,10108
25168,9712
25169,9092
25170,8256
25171,7216
25172,5990
25173,4597
25174,3057
25175,1402
25176,-352
25177,-2161
25178,-4011
25179,-5857
25180,-7679
25181,-9443
25182,-11114
25183,-12680
25184,-14095
25185,-15354
25186,-16423
25187,-17298
25188,-17951
25189,-18389
25190,-18584
25191,-18558
25192,-18291
25193,-17805
25194,-17098
25195,-16188
25196,-15087
25197,-13818
25198,-12398
25199,-10851
25200,-9203
25201,-7476
25202,-5704
25203,-3902
25204,-2108
25205,-335
25206,1377
25207,3024
25208,4570
25209,6010
25210,7317
25211,8488
25212,9511
25213,10375
25214,11090
25215,11640
25216,12043
25217,12298
25218,12412
25219,12406
25220,12283
25221,12068
25222,11768
25223,11413
25224,11007
25225,10580
25226,10145
25227,9720
25228,9319
25229,8960
25230,8653
25231,8407
25232,8236
25233,8136
25234,8116
25235,8174
25236,8309
25237,8505
25238,8771
25239,9075
25240,9422
25241,9784
25242,10151
25243,10503
25244,10819
25245,11083
25246,11275
25247,11372
25248,11366
25249,11228
25250,10954
25251,10527
25252,9939
25253,9181
25254,8254
25255,7148
25256,5881
25257,4440
25258,2858
25259,1122
25260,-726
25261,-2686
25262,-4724
25263,-6824
25264,-8949
25265,-11088
25266,-13189
25267,-15244
25268,-17210
25269,-19058
25270,-20773
25271,-22303
25272,-23656
25273,-24773
25274,-25671
25275,-26302
25276,-26673
25277,-26768
25278,-26582
25279,-26115
25280,-25372
25281,-24357
25282,-23085
25283,-21569
25284,-19833
25285,-17890
25286,-15781
25287,-13518
25288,-11141
25289,-8685
25290,-6170
25291,-3649
25292,-1136
25293,1319
25294,3695
25295,5957
25296,8073
25297,10026
25298,11783
25299,13334
25300,14651
25301,15742
25302,16570
25303,17166
25304,17492
25305,17590
25306,17440
25307,17068
25308,16489
25309,15711
25310,14776
25311,13683
25312,12479
25313,11175
25314,9814
25315,8409
25316,6999
25317,5607
25318,4260
25319,2981
25320,1794
25321,718
25322,-229
25323,-1036
25324,-1686
25325,-2183
25326,-2511
25327,-2676
25328,-2687
25329,-2534
25330,-2248
25331,-1825
25332,-1285
25333,-657
25334,65
25335,832
25336,1643
25337,2467
25338,3280
25339,4070
25340,4805
25341,5475
25342,6054
25343,6537
25344,6901
25345,7138
25346,7251
25347,7212
25348,7052
25349,6743
25350,6305
25351,5747
25352,5069
25353,4294
25354,3432
25355,2504
25356,1518
25357,515
25358,-516
25359,-1516
25360,-2507
25361,-3428
25362,-4297
25363,-5068
25364,-5747
25365,-6305
25366,-6745
25367,-7046
25368,-7220
25369,-7244
25370,-7142
25371,-6900
25372,-6535
25373,-6058
25374,-5470
25375,-4809
25376,-4067
25377,-3282
25378,-2467
25379,-1641
25380,-834
25381,-63
25382,654
25383,1287
25384,1825
25385,2246
25386,2538
25387,2682
25388,2679
25389,2510
25390,2183
25391,1686
25392,1037
25393,227
25394,-717
25395,-1794
25396,-2981
25397,-4260
25398,-5607
25399,-7000
25400,-8407
25401,-9816
25402,-11173
25403,-12481
25404,-13683
25405,-14773
25406,-15715
25407,-16487
25408,-17066
25409,-17445
25410,-17583
25411,-17500
25412,-17160
25413,-16572
25414,-15742
25415,-14650
25416,-13336
25417,-11782
25418,-10025
25419,-8075
25420,-5956
25421,-3695
25422,-1320
25423,1138
25424,3646
25425,6173
25426,8682
25427,11143
25428,13519
25429,15778
25430,17892
25431,19833
25432,21567
25433,23088
25434,24355
25435,25373
25436,26114
25437,26583
25438,26767
25439,26674
25440,26302
25441,25668
25442,24778
25443,23651
25444,22308
25445,20769
25446,19060
25447,17209
25448,15244
25449,13190
25450,11087
25451,8949
25452,6825
25453,4723
25454,2687
25455,726
25456,-1124
25457,-2856
25458,-4441
25459,-5880
25460,-7149
25461,-8253
25462,-9182
25463,-9938
25464,-10528
25465,-10954
25466,-11228
25467,-11365
25468,-11373
25469,-11274
25470,-11085
25471,-10817
25472,-10504
25473,-10151
25474,-9783
25475,-9424
25476,-9072
25477,-8774
25478,-8502
25479,-8311
25480,-8172
25481,-8117
25482,-8138
25483,-8232
25484,-8410
25485,-8651
25486,-8961
25487,-9320
25488,-9719
25489,-10145
25490,-10580
25491,-11008
25492,-11412
25493,-11769
25494,-12066
25495,-12285
25496,-12404
25497,-12414
25498,-12297
25499,-12043
25500,-11640
25501,-11090
25502,-10374
25503,-9513
25504,-8486
25505,-7320
25506,-6005
25507,-4575
25508,-3020
25509,-1381
25510,338
25511,2107
25512,3903
25513,5702
25514,7478
25515,9201
25516,10853
25517,12397
25518,13818
25519,15088
25520,16186
25521,17100
25522,17803
25523,18294
25524,18554
25525,18588
25526,18386
25527,17952
25528,17299
25529,16420
25530,15358
25531,14092
25532,12682
25533,11113
25534,9443
25535,7679
25536,5858
25537,4009
25538,2164
25539,348
25540,-1398
25541,-3060
25542,-4595
25543,-5992
25544,-7213
25545,-8259
25546,-9090
25547,-9713
25548,-10107
25549,-10273
25550,-10207
25551,-9918
25552,-9400
25553,-8686
25554,-7766
25555,-6682
25556,-5436
25557,-4066
25558,-2590
25559,-1042
25560,555
25561,2161
25562,3757
25563,5303
25564,6776
25565,8147
25566,9386
25567,10477
25568,11391
25569,12119
25570,12637
25571,12943
25572,13027
25573,12882
25574,12520
25575,11933
25576,11142
25577,10150
25578,8978
25579,7640
25580,6167
25581,4571
25582,2884
25583,1135
25584,-657
25585,-2455
25586,-4236
25587,-5975
25588,-7639
25589,-9213
25590,-10667
25591,-11984
25592,-13155
25593,-14146
25594,-14976
25595,-15603
25596,-16056
25597,-16312
25598,-16382
25599,-16277
25600,-15990
25601,-15560
25602,-14969
25603,-14264
25604,-13439
25605,-12528
25606,-11551
25607,-10520
25608,-9468
25609,-8403
25610,-7356
25611,-6342
25612,-5369
25613,-4468
25614,-3637
25615,-2894
25616,-2244
25617,-1689
25618,-1234
25619,-877
25620,-613
25621,-433
25622,-332
25623,-294
25624,-310
25625,-359
25626,-432
25627,-505
25628,-562
25629,-588
25630,-566
25631,-474
25632,-305
25633,-40
25634,329
25635,810
25636,1415
25637,2135
25638,2987
25639,3945
25640,5032
25641,6209
25642,7483
25643,8834
25644,10237
25645,11685
25646,13140
25647,14594
25648,16007
25649,17367
25650,18637
25651,19797
25652,20821
25653,21683
25654,22367
25655,22845
25656,23108
25657,23136
25658,22918
25659,22456
25660,21729
25661,20759
25662,19532
25663,18067
25664,16374
25665,14470
25666,12369
25667,10108
25668,7694
25669,5175
25670,2567
25671,-89
25672,-2763
25673,-5419
25674,-8025
25675,-10549
25676,-12948
25677,-15210
25678,-17285
25679,-19167
25680,-20819
25681,-22223
25682,-23375
25683,-24245
25684,-24844
25685,-25153
25686,-25185
25687,-24934
25688,-24420
25689,-23650
25690,-22640
25691,-21420
25692,-19996
25693,-18413
25694,-16685
25695,-14848
25696,-12932
25697,-10966
25698,-8982
25699,-7013
25700,-5082
25701,-3228
25702,-1460
25703,178
25704,1689
25705,3030
25706,4212
25707,5206
25708,6018
25709,6635
25710,7065
25711,7312
25712,7376
25713,7286
25714,7030
25715,6648
25716,6148
25717,5548
25718,4881
25719,4157
25720,3406
25721,2653
25722,1911
25723,1211
25724,569
25725,-3
25726,-473
25727,-851
25728,-1106
25729,-1241
25730,-1254
25731,-1133
25732,-893
25733,-527
25734,-54
25735,523
25736,1190
25737,1926
25738,2724
25739,3553
25740,4405
25741,5257
25742,6079
25743,6871
25744,7590
25745,8241
25746,8792
25747,9233
25748,9559
25749,9748
25750,9806
25751,9721
25752,9489
25753,9131
25754,8624
25755,8004
25756,7267
25757,6420
25758,5507
25759,4506
25760,3477
25761,2410
25762,1340
25763,295
25764,-724
25765,-1670
25766,-2545
25767,-3318
25768,-3972
25769,-4501
25770,-4885
25771,-5117
25772,-5198
25773,-5109
25774,-4870
25775,-4473
25776,-3925
25777,-3248
25778,-2439
25779,-1530
25780,-533
25781,532
25782,1638
25783,2757
25784,3876
25785,4951
25786,5975
25787,6905
25788,7731
25789,8416
25790,8958
25791,9314
25792,9495
25793,9466
25794,9235
25795,8784
25796,8123
25797,7244
25798,6166
25799,4883
25800,3430
25801,1801
25802,46
25803,-1843
25804,-3811
25805,-5850
25806,-7915
25807,-9984
25808,-12017
25809,-13992
25810,-15866
25811,-17616
25812,-19212
25813,-20622
25814,-21831
25815,-22804
25816,-23542
25817,-24008
25818,-24215
25819,-24137
25820,-23785
25821,-23157
25822,-22254
25823,-21099
25824,-19696
25825,-18066
25826,-16236
25827,-14219
25828,-12053
25829,-9766
25830,-7376
25831,-4938
25832,-2460
25833,8
25834,2444
25835,4817
25836,7089
25837,9245
25838,11253
25839,13092
25840,14749
25841,16199
25842,17443
25843,18462
25844,19260
25845,19829
25846,20182
25847,20319
25848,20249
25849,19996
25850,19557
25851,18972
25852,18241
25853,17399
25854,16464
25855,15456
25856,14401
25857,13321
25858,12234
25859,11169
25860,10132
25861,9149
25862,8228
25863,7385
25864,6625
25865,5958
25866,5378
25867,4896
25868,4504
25869,4187
25870,3963
25871,3784
25872,3673
25873,3594
25874,3536
25875,3493
25876,3431
25877,3352
25878,3222
25879,3039
25880,2785
25881,2442
25882,2011
25883,1473
25884,826
25885,73
25886,-799
25887,-1768
25888,-2850
25889,-4018
25890,-5269
25891,-6588
25892,-7953
25893,-9355
25894,-10763
25895,-12161
25896,-13524
25897,-14828
25898,-16052
25899,-17170
25900,-18160
25901,-19003
25902,-19677
25903,-20169
25904,-20461
25905,-20542
25906,-20405
25907,-20048
25908,-19460
25909,-18658
25910,-17634
25911,-16409
25912,-14988
25913,-13395
25914,-11644
25915,-9760
25916,-7772
25917,-5702
25918,-3581
25919,-1442
25920,695
25921,2783
25922,4801
25923,6724
25924,8512
25925,10155
25926,11611
25927,12877
25928,13922
25929,14745
25930,15324
25931,15662
25932,15753
25933,15602
25934,15209
25935,14597
25936,13764
25937,12744
25938,11547
25939,10197
25940,8731
25941,7161
25942,5532
25943,3864
25944,2195
25945,547
25946,-1036
25947,-2543
25948,-3930
25949,-5184
25950,-6279
25951,-7190
25952,-7917
25953,-8428
25954,-8733
25955,-8815
25956,-8677
25957,-8334
25958,-7769
25959,-7023
25960,-6085
25961,-4990
25962,-3754
25963,-2392
25964,-950
25965,577
25966,2122
25967,3696
25968,5239
25969,6744
25970,8175
25971,9508
25972,10723
25973,11796
25974,12711
25975,13453
25976,14008
25977,14371
25978,14537
25979,14500
25980,14275
25981,13849
25982,13252
25983,12477
25984,11555
25985,10495
25986,9316
25987,8045
25988,6699
25989,5306
25990,3883
25991,2462
25992,1052
25993,-303
25994,-1614
25995,-2826
25996,-3963
25997,-4974
25998,-5876
25999,-6647
26000,-7284
26001,-7794
26002,-8163
26003,-8410
26004,-8530
26005,-8544
26006,-8452
26007,-8280
26008,-8032
26009,-7734
26010,-7398
26011,-7045
26012,-6691
26013,-6357
26014,-6055
26015,-5805
26016,-5619
26017,-5505
26018,-5484
26019,-5545
26020,-5714
26021,-5971
26022,-6331
26023,-6777
26024,-7312
26025,-7914
26026,-8585
26027,-9291
26028,-10034
26029,-10775
26030,-11512
26031,-12210
26032,-12850
26033,-13417
26034,-13875
26035,-14221
26036,-14418
26037,-14461
26038,-14325
26039,-14011
26040,-13489
26041,-12775
26042,-11845
26043,-10715
26044,-9381
26045,-7854
26046,-6145
26047,-4268
26048,-2244
26049,-93
26050,2160
26051,4489
26052,6861
26053,9251
26054,11622
26055,13947
26056,16189
26057,18319
26058,20307
26059,22119
26060,23737
26061,25126
26062,26276
26063,27159
26064,27771
26065,28089
26066,28120
26067,27854
26068,27299
26069,26456
26070,25345
26071,23967
26072,22362
26073,20524
26074,18514
26075,16319
26076,14014
26077,11586
26078,9108
26079,6584
26080,4065
26081,1579
26082,-850
26083,-3169
26084,-5385
26085,-7428
26086,-9319
26087,-11006
26088,-12490
26089,-13752
26090,-14786
26091,-15585
26092,-16153
26093,-16490
26094,-16601
26095,-16505
26096,-16207
26097,-15728
26098,-15092
26099,-14307
26100,-13417
26101,-12424
26102,-11370
26103,-10275
26104,-9159
26105,-8058
26106,-6982
26107,-5960
26108,-5013
26109,-4150
26110,-3393
